normal
954,28,572,951,549,976,29
987,29,939,995,609,994,29
995,745,974,980,561,988,27
1003,897,991,727,15,880,23
0,0,0,0,6,8,0
4,0,0,0,7,15,0
0,0,0,3,8,10,1
0,0,4,0,6,10,0
406,11,17,0,8,915,30
980,31,933,973,547,972,28
996,836,971,978,561,987,28
991,716,963,994,606,990,30
991,459,952,998,619,1010,15
946,128,683,988,585,1003,12
0,0,4,0,7,10,0
5,2,0,0,5,8,0
0,0,0,0,5,0,0
345,8,2,396,318,927,35
970,93,893,993,616,997,367
976,30,896,1001,619,1000,14
981,31,951,1006,628,1015,15
0,113,405,905,582,993,28
0,0,4,3,5,10,0
0,3,0,0,5,10,0
4,0,0,0,5,7,0
5,2,0,788,399,924,188
977,91,934,975,586,982,30
993,840,977,981,572,984,24
999,890,988,983,561,992,20
987,355,969,949,467,987,26
697,16,391,11,339,24,0
0,0,0,0,7,9,0
2,2,0,0,8,10,3
1,0,0,0,6,6,1
0,0,5,0,5,11,0
--
front2 
17,0,0,0,8,11,696
25,0,1,0,6,11,718
5,2,3,0,8,11,502
0,0,0,3,7,1,1
1,0,0,0,6,10,4
17,0,0,0,7,15,713
944,115,735,891,340,961,851
984,539,952,973,561,975,848
991,793,971,986,605,991,33
987,795,984,1000,622,999,31
564,99,415,15,570,935,28
0,0,3,0,5,10,0
0,4,0,0,6,14,4
0,0,0,0,11,11,0
955,105,716,966,564,979,30
985,691,962,998,596,987,29
989,323,966,993,604,995,30
990,642,969,997,614,1001,14
0,0,0,0,6,15,1
0,0,4,0,7,10,0
0,3,0,0,7,10,2
440,10,0,196,315,943,195
959,119,859,985,594,991,720
985,147,950,987,592,990,31
991,542,967,993,604,1007,15
917,31,0,837,495,967,22
0,0,0,3,6,11,0
0,1,4,0,6,10,0
0,0,4,1,6,10,0
0,0,0,0,6,6,1
1,0,3,0,5,11,0
0,0,0,0,7,13,5
0,0,0,0,8,3,0
2,0,0,0,6,15,0
0,0,0,0,7,10,2

